trial_id,variety_id,location,region,year,soil_type,rainfall_mm,rainfall_deficit,temperature_avg_c,heat_stress_days,soil_moisture_pct,water_holding_capacity,soil_organic_matter,ndvi,canopy_temperature_c,biomass_index,flowering_days,plant_height_cm,maturity_group,genetic_drought_score,root_depth_score,stay_green_score,yield_t_ha,drought_stress_label,drought_tolerance_score,recommended_action,moisture_stress_index,heat_risk_index,vegetation_health_index,yield_stability_score,drought_pressure_score,trait_resilience_score
TRIAL_00304,V002,Central Field 3,Central,2020,Clay Loam,585.5,97.1,29.6,0,23.6,27.0,2.89,0.87,28.3,95.6,76.2,257.3,Late,56.4,50.0,57.3,9.36,Moderate Stress,52.28080309498821,Monitor,0.3421501852935439,0.11818181818181825,0.8470909090909091,64.24601902140185,20.622732364183506,54.385000000000005
TRIAL_00305,V003,Central Field 3,Central,2020,Clay Loam,589.3,93.3,28.5,1,18.8,27.0,2.81,0.868,26.8,94.9,77.1,255.0,Late,71.9,66.7,78.0,12.02,Moderate Stress,61.30327936846946,Monitor,0.40392666276574996,0.09595959595959595,0.8696545454545455,73.04558038104865,22.555689723448648,71.605
TRIAL_00306,V003,Central Field 3,Central,2020,Clay Loam,622.4,60.2,29.4,3,20.3,27.4,2.92,0.906,29.5,98.1,77.7,257.0,Late,71.9,66.7,78.0,9.56,Moderate Stress,51.047301054229095,Monitor,0.3645586112736493,0.19242424242424236,0.8514,73.37657777452702,24.232886425063136,71.605
TRIAL_00307,V004,Central Field 3,Central,2020,Clay Loam,564.1,118.5,28.6,1,18.3,26.1,2.69,0.881,27.6,100.7,72.9,260.0,Early,72.5,79.3,75.8,9.78,Moderate Stress,55.24637621879686,Monitor,0.42533879461673485,0.10050505050505057,0.8653772727272726,74.76540592584712,23.437872020379334,75.705
TRIAL_00308,V004,Central Field 3,Central,2020,Clay Loam,611.6,71.0,29.1,0,24.2,27.0,3.01,0.927,26.0,103.3,73.1,260.0,Early,72.5,79.3,75.8,11.92,Moderate Stress,70.06610416894378,Retest under dry-site trials,0.31887809635264286,0.09545454545454551,0.9207318181818183,78.2784835274926,17.830877972232564,75.705
TRIAL_00309,V005,Central Field 3,Central,2020,Clay Loam,575.8,106.8,28.9,5,23.3,26.7,2.94,0.943,25.3,94.6,74.0,255.7,Medium,75.0,69.2,81.1,10.98,Moderate Stress,57.964991027322455,Monitor,0.3518260191144919,0.2252525252525252,0.9422681818181817,77.49243416316472,22.318483991465264,74.495
TRIAL_00310,V005,Central Field 3,Central,2020,Clay Loam,560.1,122.5,28.1,2,19.5,28.6,2.59,0.889,28.1,93.9,75.2,260.0,Medium,75.0,69.2,81.1,10.12,Moderate Stress,58.155927956144296,Monitor,0.41167934464599176,0.10555555555555562,0.8626227272727272,74.30423128889835,22.93660225510138,74.495
TRIAL_00311,V006,Central Field 3,Central,2020,Clay Loam,598.4,84.2,28.5,4,19.4,25.8,3.02,0.923,28.3,91.4,79.0,248.7,Late,70.5,66.4,79.1,10.18,Moderate Stress,55.658942519387274,Monitor,0.3906019114491906,0.17929292929292928,0.8815409090909092,73.39473449828891,23.535837818965383,71.215
TRIAL_00312,V006,Central Field 3,Central,2020,Clay Loam,542.9,139.7,28.4,2,23.6,27.8,2.95,0.89,29.0,92.5,78.7,257.9,Late,70.5,66.4,79.1,8.49,Moderate Stress,50.34062806738244,Monitor,0.3670770431051297,0.11919191919191913,0.8489545454545455,73.05057277426104,22.219693490957383,71.215
TRIAL_00313,V007,Central Field 3,Central,2020,Clay Loam,626.7,55.9,28.4,2,22.0,27.0,2.85,0.949,27.0,102.0,72.3,258.6,Early,68.6,66.5,72.3,10.02,Moderate Stress,62.68202060403379,Monitor,0.3393758533255315,0.11919191919191913,0.9191227272727273,74.02505111530755,19.016711379446896,68.78999999999999
TRIAL_00314,V007,Central Field 3,Central,2020,Clay Loam,665.4,17.2,29.0,1,24.1,26.9,3.06,0.899,28.3,102.4,71.5,260.0,Early,68.6,66.5,72.3,11.24,Normal,63.812565757305066,Monitor,0.2887310317924712,0.11868686868686869,0.8659409090909091,73.70840209142331,17.796496719261494,68.78999999999999
TRIAL_00315,V008,Central Field 3,Central,2020,Clay Loam,583.8,98.8,29.4,2,19.6,26.6,2.89,0.932,27.6,99.2,76.3,260.0,Late,75.3,77.9,90.3,9.22,Moderate Stress,58.23479823137777,Monitor,0.39647825238931145,0.1646464646464646,0.8985272727272726,78.51161677039559,22.97768297368063,79.96000000000001
TRIAL_00316,V008,Central Field 3,Central,2020,Clay Loam,549.6,133.0,29.5,2,22.7,26.6,3.01,0.904,27.9,97.6,78.4,251.1,Late,75.3,77.9,90.3,9.91,Moderate Stress,54.86312572040547,Monitor,0.3751566218061244,0.16919191919191917,0.8755545454545455,78.36373120024116,22.551845961073578,79.96000000000001
TRIAL_00317,V009,Central Field 3,Central,2020,Clay Loam,601.3,81.3,27.6,2,20.7,27.8,2.96,0.942,26.4,94.7,70.4,258.7,Early,67.9,63.0,72.2,11.11,Moderate Stress,59.87326140095085,Monitor,0.371571679344646,0.08282828282828289,0.9241181818181818,72.66452095856164,19.661432641216145,67.26
TRIAL_00318,V009,Central Field 3,Central,2020,Clay Loam,598.4,84.2,28.3,1,20.4,28.4,2.65,0.882,29.3,92.2,71.4,251.6,Early,67.9,63.0,72.2,9.97,Moderate Stress,53.136806982678785,Monitor,0.3772685781158572,0.0868686868686869,0.8389818181818182,70.42217389222833,22.311660329787887,67.26
TRIAL_00319,V010,Central Field 3,Central,2020,Clay Loam,652.4,30.2,28.7,1,23.7,26.4,2.85,0.95,27.6,98.4,73.7,255.1,Medium,71.1,66.0,65.3,10.43,Normal,63.85752000964403,Monitor,0.30167115272088946,0.10505050505050502,0.9102272727272727,74.04800876376403,16.951464498702652,67.865
TRIAL_00320,V010,Central Field 3,Central,2020,Clay Loam,603.8,78.8,29.0,2,21.2,27.2,2.81,0.909,28.1,97.0,73.9,260.0,Medium,71.1,66.0,65.3,10.22,Moderate Stress,53.29955223116749,Monitor,0.36344216890969383,0.14646464646464646,0.8756227272727273,71.94747480362432,21.48865661969524,67.865
TRIAL_00321,V011,Central Field 3,Central,2020,Clay Loam,589.8,92.8,27.9,2,20.3,27.4,3.08,0.907,27.4,90.8,76.6,256.6,Late,77.9,81.2,73.3,10.84,Moderate Stress,61.11706772301582,Monitor,0.3836340940120928,0.09646464646464639,0.8854590909090909,77.31154539248543,21.070150392160336,77.905
TRIAL_00322,V011,Central Field 3,Central,2020,Clay Loam,593.2,89.4,29.7,1,19.7,26.5,2.97,0.89,27.4,102.1,76.7,260.0,Late,77.9,81.2,73.3,10.72,Moderate Stress,60.02783130985229,Monitor,0.3896446264872245,0.15050505050505047,0.8744090909090909,76.91508474298278,22.94663445455136,77.905
TRIAL_00323,V012,Central Field 3,Central,2020,Clay Loam,624.1,58.5,28.4,2,18.6,27.8,3.07,0.919,29.2,101.8,73.3,260.0,Early,72.9,74.2,79.0,11.56,Moderate Stress,62.298286029870525,Monitor,0.3862305441778818,0.11919191919191913,0.8646227272727274,75.07495729826054,22.86088675351694,74.88
TRIAL_00324,V012,Central Field 3,Central,2020,Clay Loam,570.9,111.7,28.3,2,18.6,27.3,2.83,0.9,27.2,96.4,75.0,260.0,Early,72.9,74.2,79.0,10.52,Moderate Stress,58.57019258328958,Monitor,0.4173598595669982,0.11464646464646468,0.8840909090909091,74.93907553593276,23.147355296676537,74.88
TRIAL_00325,V013,Central Field 3,Central,2020,Clay Loam,626.4,56.2,29.4,3,26.5,27.1,2.6,0.95,26.9,99.0,74.8,260.0,Medium,77.4,77.8,79.5,11.4,Normal,66.2167558902573,Retest under dry-site trials,0.27955139457772576,0.19242424242424236,0.9213636363636364,80.37881301753639,18.14041881660372,78.065
TRIAL_00326,V013,Central Field 3,Central,2020,Clay Loam,615.1,67.5,28.2,3,19.1,27.7,2.52,0.921,26.9,98.0,74.6,260.0,Medium,77.4,77.8,79.5,10.3,Moderate Stress,60.15798310838382,Monitor,0.3848301150770431,0.13787878787878785,0.9025136363636364,77.80198860755006,21.949324875436638,78.065
TRIAL_00327,V014,Central Field 3,Central,2020,Clay Loam,590.2,92.4,27.5,2,21.8,27.2,2.83,0.894,26.7,96.9,73.1,256.3,Medium,60.3,58.4,57.1,10.32,Moderate Stress,51.45151850826994,Monitor,0.3634000390091671,0.07828282828282829,0.8881454545454546,67.29488558345304,19.90007246248323,58.835
TRIAL_00328,V014,Central Field 3,Central,2020,Clay Loam,560.5,122.1,29.4,3,18.6,27.3,2.93,0.812,27.1,91.6,72.9,255.4,Medium,60.3,58.4,57.1,9.67,Moderate Stress,48.837409080229996,Do not prioritize,0.4234452896430661,0.19242424242424236,0.8284818181818182,64.60238966168414,26.68564409454403,58.835
TRIAL_00329,V015,Central Field 3,Central,2020,Clay Loam,575.0,107.6,29.5,0,21.2,26.3,2.83,0.898,28.2,97.0,74.9,260.0,Medium,69.8,78.8,63.7,9.8,Moderate Stress,54.491401348008566,Monitor,0.3802941291203433,0.11363636363636363,0.8668818181818181,73.34991287213859,21.698430615610256,71.425
TRIAL_00330,V015,Central Field 3,Central,2020,Clay Loam,513.9,168.7,28.4,2,23.1,27.6,3.08,0.92,28.3,94.3,74.7,255.1,Medium,69.8,78.8,63.7,9.0,Moderate Stress,48.840742932652766,Do not prioritize,0.3907126974839087,0.11919191919191913,0.8795909090909091,73.45926877759456,22.083297938002442,71.425
TRIAL_00331,V016,Central Field 3,Central,2020,Clay Loam,621.3,61.3,27.8,4,20.5,26.3,2.9,0.924,28.1,96.9,75.3,254.5,Medium,58.5,56.5,59.7,9.75,Moderate Stress,54.28316719967342,Monitor,0.3625355958650283,0.1474747474747475,0.8853727272727272,66.83860626451762,21.24811335793782,58.099999999999994
TRIAL_00332,V016,Central Field 3,Central,2020,Clay Loam,587.1,95.5,28.3,1,19.1,27.6,2.76,0.869,27.9,97.1,70.7,260.0,Medium,58.5,56.5,59.7,9.15,Moderate Stress,53.393345091045624,Monitor,0.4012139652818412,0.0868686868686869,0.8528045454545454,65.25083433072682,22.191345609400027,58.099999999999994
TRIAL_00333,V017,Central Field 3,Central,2020,Clay Loam,552.6,130.0,28.9,5,21.8,26.5,2.76,0.893,28.0,93.5,75.3,260.0,Medium,77.7,82.4,75.2,9.59,Moderate Stress,48.252909622783314,Do not prioritize,0.38540120928418176,0.2252525252525252,0.8668136363636363,77.25831672340729,24.57936754910131,78.72
TRIAL_00334,V017,Central Field 3,Central,2020,Clay Loam,562.3,120.3,29.8,3,22.6,26.8,3.05,0.95,26.7,96.7,72.5,260.0,Medium,77.7,82.4,75.2,11.56,Moderate Stress,57.131573308982624,Monitor,0.36905870879656716,0.21060606060606063,0.9245454545454546,79.02846218770503,22.622793410997037,78.72
TRIAL_00335,V018,Central Field 3,Central,2020,Clay Loam,600.6,82.0,28.0,3,21.2,26.8,2.9,0.937,29.0,101.2,73.5,260.0,Early,78.9,77.7,69.9,10.09,Moderate Stress,55.20020242250959,Monitor,0.3653146089330993,0.12878787878787878,0.8795045454545456,76.60782145770168,21.675282943115008,76.23
TRIAL_00336,V018,Central Field 3,Central,2020,Clay Loam,587.8,94.8,27.8,3,22.0,28.0,2.94,0.909,26.8,97.6,72.5,254.8,Early,78.9,77.7,69.9,10.41,Moderate Stress,54.81973837843222,Monitor,0.3621377023600546,0.11969696969696972,0.8963045454545454,77.09135958916255,20.6536208486267,76.23
TRIAL_00337,V019,Central Field 3,Central,2020,Clay Loam,617.9,64.7,28.8,3,21.0,27.8,2.66,0.908,29.3,94.1,73.8,248.1,Medium,64.6,67.6,65.6,11.12,Moderate Stress,53.317075228111364,Monitor,0.35785839672322994,0.16515151515151516,0.8558818181818182,70.48487752008086,23.00527287419037,65.9
TRIAL_00338,V019,Central Field 3,Central,2020,Clay Loam,599.8,82.8,29.5,4,16.9,27.0,2.69,0.925,28.3,92.5,73.0,240.4,Medium,64.6,67.6,65.6,8.83,Moderate Stress,49.86675720104908,Do not prioritize,0.423116052272284,0.22474747474747475,0.8828409090909091,69.85370168182705,26.10533779236822,65.9
TRIAL_00339,V020,Central Field 3,Central,2020,Clay Loam,651.9,30.7,29.4,4,26.3,28.0,2.66,0.899,27.6,96.5,74.1,260.0,Medium,68.6,69.5,73.0,10.49,Moderate Stress,59.914088499636755,Monitor,0.26729705480787985,0.22020202020202012,0.8770772727272726,75.08924072202421,19.048417971405097,70.015
TRIAL_00340,V020,Central Field 3,Central,2020,Clay Loam,612.8,69.8,28.7,3,22.3,27.4,3.1,0.937,28.0,95.0,73.1,258.5,Medium,68.6,69.5,73.0,10.77,Moderate Stress,58.47210958232811,Monitor,0.34350926467719917,0.16060606060606059,0.8954136363636365,74.02340561554695,20.418068425625478,70.015
TRIAL_00341,V021,Central Field 3,Central,2020,Clay Loam,574.1,108.5,27.7,3,20.6,26.1,2.95,0.939,27.0,97.4,73.1,258.7,Early,75.7,71.7,73.1,9.94,Moderate Stress,50.1421055053266,Monitor,0.3888207528769261,0.11515151515151512,0.9126227272727272,75.54665312427966,21.290721758249553,73.65
TRIAL_00342,V021,Central Field 3,Central,2020,Clay Loam,600.8,81.8,29.3,2,21.6,27.7,2.95,0.897,28.0,99.0,72.0,260.0,Early,75.7,71.7,73.1,9.61,Moderate Stress,56.75791892507869,Monitor,0.3598642480983031,0.16010101010101013,0.8694136363636364,75.04555594712485,21.74141641694889,73.65
TRIAL_00343,V022,Central Field 3,Central,2020,Clay Loam,679.8,2.8,28.0,1,23.9,26.5,2.87,0.93,27.0,103.9,74.7,260.0,Medium,62.4,65.4,59.1,11.3,Normal,64.23419406313187,Monitor,0.28297171835381313,0.07323232323232323,0.9067727272727273,71.45363381474192,15.614535406729669,62.625
TRIAL_00344,V022,Central Field 3,Central,2020,Clay Loam,561.5,121.1,29.6,5,15.9,27.3,2.73,0.776,29.3,86.8,75.9,249.7,Medium,62.4,65.4,59.1,8.81,Moderate Stress,42.792975799537096,Do not prioritize,0.45886015213575193,0.2570707070707071,0.7700818181818182,64.51859241183043,31.828331665733668,62.625
TRIAL_00345,V023,Central Field 3,Central,2020,Clay Loam,614.4,68.2,27.3,2,24.4,27.8,2.81,0.95,26.5,95.3,73.8,259.1,Medium,75.8,78.5,80.5,11.27,Normal,66.84452998650133,Retest under dry-site trials,0.3145730446654964,0.06919191919191922,0.9277272727272726,79.7577209248719,16.63558498974532,77.92
TRIAL_00346,V023,Central Field 3,Central,2020,Clay Loam,499.2,183.4,29.3,4,16.9,27.6,3.15,0.893,27.6,95.2,77.7,260.0,Medium,75.8,78.5,80.5,10.41,Moderate Stress,45.53415558900935,Do not prioritize,0.48198088550809437,0.21565656565656569,0.8731772727272726,75.04581410801994,28.68555398927839,77.92
TRIAL_00347,V024,Central Field 3,Central,2020,Clay Loam,611.2,71.4,28.9,6,22.5,26.8,3.09,0.923,26.8,91.4,73.3,251.5,Early,68.6,68.1,56.8,10.15,Moderate Stress,50.36882094942805,Monitor,0.3417788180222352,0.25303030303030294,0.9054045454545455,71.81078727591894,22.860804386758158,65.475
TRIAL_00348,V024,Central Field 3,Central,2020,Clay Loam,599.2,83.4,29.8,4,18.9,27.0,3.13,0.911,27.7,97.3,73.5,260.0,Early,68.6,68.1,56.8,10.02,Moderate Stress,53.570004011155476,Monitor,0.3968004681100059,0.23838383838383842,0.8832863636363637,70.15739972870898,25.150617024546225,65.475
TRIAL_00349,V025,Central Field 3,Central,2020,Clay Loam,648.6,34.0,29.4,1,24.0,27.2,3.06,0.899,28.6,99.7,70.9,260.0,Medium,61.4,55.4,64.2,10.21,Normal,54.35325292726193,Monitor,0.2998946752486834,0.1368686868686868,0.8611681818181818,68.53131104048089,19.07483470076507,60.0
TRIAL_00350,V025,Central Field 3,Central,2020,Clay Loam,672.7,9.9,28.7,1,24.1,27.7,2.78,0.92,28.6,93.8,73.4,253.4,Medium,61.4,55.4,64.2,10.77,Normal,63.44850406733387,Monitor,0.2844595279890774,0.10505050505050502,0.8748181818181818,69.181263985673,17.269798528628254,60.0
TRIAL_00351,V026,Central Field 3,Central,2020,Clay Loam,612.2,70.4,29.8,2,20.9,28.3,2.9,0.95,28.4,101.7,73.6,260.0,Medium,69.0,76.8,66.5,10.6,Moderate Stress,58.79795121460811,Monitor,0.3625270138482543,0.18282828282828287,0.8975,74.29470972303493,22.062994122449943,71.105
TRIAL_00352,V026,Central Field 3,Central,2020,Clay Loam,576.0,106.6,28.6,3,19.1,27.3,3.11,0.914,26.8,95.9,72.7,260.0,Medium,69.0,76.8,66.5,11.17,Moderate Stress,58.793566587037304,Monitor,0.40770899161302904,0.15606060606060612,0.8995545454545455,73.44243380410306,23.53841977410146,71.105
TRIAL_00353,V027,Central Field 3,Central,2020,Clay Loam,571.1,111.5,27.7,2,24.7,25.8,3.07,0.915,28.0,94.8,76.0,260.0,Late,64.5,63.3,57.9,11.01,Moderate Stress,53.71352495475306,Monitor,0.33590949873220205,0.08737373737373734,0.8811136363636363,69.64615093444687,18.575270877292525,62.43
TRIAL_00354,V027,Central Field 3,Central,2020,Clay Loam,632.4,50.2,27.5,3,25.2,28.0,2.67,0.943,28.2,99.3,74.4,260.0,Late,64.5,63.3,57.9,9.89,Normal,56.57529728964284,Monitor,0.2933739028671738,0.10606060606060605,0.8961318181818181,70.87231739720198,16.922626494823685,62.43
TRIAL_00355,V028,Central Field 3,Central,2020,Clay Loam,598.8,83.8,29.1,2,23.9,28.6,2.69,0.947,26.9,105.1,72.4,260.0,Medium,78.7,68.4,81.8,10.86,Moderate Stress,63.025571766610234,Monitor,0.3303678564462649,0.15101010101010107,0.9194136363636365,78.10648378016562,19.436806065334448,75.87
TRIAL_00356,V028,Central Field 3,Central,2020,Clay Loam,609.3,73.3,28.9,3,24.3,26.5,2.68,0.938,29.0,100.6,73.6,260.0,Medium,78.7,68.4,81.8,12.1,Moderate Stress,59.72604679581692,Monitor,0.31889057928613224,0.16969696969696962,0.8801545454545454,77.354552050641,20.59392888172876,75.87
TRIAL_00357,V029,Central Field 3,Central,2020,Clay Loam,593.7,88.9,28.8,4,21.8,26.3,2.88,0.892,28.3,97.9,75.9,260.0,Medium,67.2,58.6,67.8,10.51,Moderate Stress,52.20998499424016,Monitor,0.3613520577335674,0.19292929292929295,0.8613909090909091,69.69473157260138,23.02550349267143,64.34
TRIAL_00358,V029,Central Field 3,Central,2020,Clay Loam,586.1,96.5,28.9,1,19.2,26.4,2.99,0.916,27.2,101.4,72.9,260.0,Medium,67.2,58.6,67.8,11.0,Moderate Stress,58.671569267833945,Monitor,0.40046576945582213,0.11414141414141407,0.8944909090909091,69.7399573381563,22.134494979047346,64.34
TRIAL_00359,V030,Central Field 3,Central,2020,Clay Loam,606.3,76.3,30.1,1,19.5,26.8,2.57,0.909,27.8,101.7,74.3,260.0,Medium,73.9,74.0,85.1,11.16,Moderate Stress,59.211880821613754,Monitor,0.3846459918080749,0.16868686868686877,0.8803954545454545,76.52121652747486,22.89124134853509,76.735
TRIAL_00360,V030,Central Field 3,Central,2020,Clay Loam,553.4,129.2,28.4,1,18.7,27.1,2.77,0.9,26.8,98.7,74.4,260.0,Medium,73.9,74.0,85.1,10.43,Moderate Stress,57.81736316609748,Monitor,0.4262664326116637,0.09141414141414135,0.8904545454545455,75.94028498413037,22.967343002878398,76.735
TRIAL_00361,V001,East Field 1,East,2020,Sandy Loam,456.5,86.1,29.8,3,13.6,18.5,1.99,0.878,28.9,92.6,71.9,259.9,Medium,74.4,68.2,79.7,7.68,Moderate Stress,45.454524165978555,Do not prioritize,0.4820220750551877,0.21060606060606063,0.8427454545454545,71.88344486253261,29.750430606920673,73.555
TRIAL_00362,V001,East Field 1,East,2020,Sandy Loam,454.0,88.6,29.9,7,12.1,18.1,1.95,0.885,27.5,88.6,76.8,260.0,Medium,74.4,68.2,79.7,7.76,Moderate Stress,42.16957155208275,Do not prioritize,0.5038616629874907,0.3262626262626262,0.8695681818181819,72.11722128570473,32.55534049100274,73.555
TRIAL_00363,V002,East Field 1,East,2020,Sandy Loam,410.2,132.4,31.1,0,15.0,17.6,1.88,0.828,29.5,94.9,75.5,247.4,Late,56.4,50.0,57.3,7.64,Moderate Stress,44.3841577876471,Do not prioritize,0.4974245768947756,0.18636363636363643,0.8007,59.98075846210449,31.23033972649867,54.385000000000005
TRIAL_00364,V002,East Field 1,East,2020,Sandy Loam,423.4,119.2,30.2,2,9.7,17.9,1.93,0.788,29.5,81.6,77.8,245.5,Late,56.4,50.0,57.3,5.75,Moderate Stress,33.27456506409194,Do not prioritize,0.5583782192788815,0.20101010101010097,0.7746999999999999,58.11168561442237,34.93941524994505,54.385000000000005
TRIAL_00365,V003,East Field 1,East,2020,Sandy Loam,427.6,115.0,30.0,1,15.0,19.1,1.75,0.853,28.9,92.2,77.5,254.9,Late,71.9,66.7,78.0,6.93,Moderate Stress,44.89562053733734,Do not prioritize,0.4846210448859456,0.16414141414141414,0.8264954545454546,70.35271546591746,29.080768087688618,71.605
TRIAL_00366,V003,East Field 1,East,2020,Sandy Loam,456.1,86.5,31.2,6,18.3,18.9,1.99,0.895,28.7,87.8,76.6,247.9,Late,71.9,66.7,78.0,7.84,Moderate Stress,45.32129311394064,Do not prioritize,0.4196497424576894,0.35757575757575755,0.8569772727272726,72.41418696902804,30.148632349989956,71.605
TRIAL_00367,V004,East Field 1,East,2020,Sandy Loam,475.3,67.3,30.1,3,14.4,17.9,1.9,0.882,30.7,94.2,73.6,247.4,Early,72.5,79.3,75.8,7.3,Moderate Stress,42.838169532976,Do not prioritize,0.45752170713760115,0.2242424242424243,0.8167090909090909,72.90504312997525,30.857394570109804,75.705
TRIAL_00368,V004,East Field 1,East,2020,Sandy Loam,443.9,98.7,27.7,3,7.5,18.7,1.9,0.771,28.8,88.8,73.3,257.1,Early,72.5,79.3,75.8,6.41,Moderate Stress,39.71668228519362,Do not prioritize,0.5726269315673289,0.11515151515151512,0.7747863636363636,69.55487045956251,32.93914265646054,75.705
TRIAL_00369,V005,East Field 1,East,2020,Sandy Loam,508.1,34.5,31.3,6,13.6,18.5,1.98,0.892,28.1,84.0,73.6,241.7,Medium,75.0,69.2,81.1,7.85,Moderate Stress,46.13546049071549,Do not prioritize,0.44405298013245037,0.3621212121212122,0.8645727272727273,73.70550857916918,30.762557266133427,74.495
TRIAL_00370,V005,East Field 1,East,2020,Sandy Loam,453.2,89.4,30.4,6,13.1,18.3,1.9,0.859,28.5,86.8,72.2,249.1,Medium,75.0,69.2,81.1,7.35,Moderate Stress,42.703899944320234,Do not prioritize,0.4911169977924945,0.32121212121212117,0.836759090909091,72.0688873168774,32.781282216679564,74.495
TRIAL_00371,V006,East Field 1,East,2020,Sandy Loam,417.8,124.8,32.0,5,14.8,17.4,2.15,0.851,29.0,94.6,77.9,260.0,Late,70.5,66.4,79.1,7.17,Moderate Stress,39.02940802930415,Do not prioritize,0.49449889624724064,0.36616161616161613,0.8236045454545455,69.86838571141884,34.712919306594806,71.215
TRIAL_00372,V006,East Field 1,East,2020,Sandy Loam,436.8,105.8,29.1,2,14.7,17.3,1.93,0.906,28.7,96.8,75.3,260.0,Late,70.5,66.4,79.1,5.56,Moderate Stress,45.397170874718945,Do not prioritize,0.4818513612950699,0.15101010101010107,0.8641272727272729,71.13440459228043,27.618563783530675,71.215
TRIAL_00373,V007,East Field 1,East,2020,Sandy Loam,534.6,8.0,29.5,0,15.5,17.7,2.05,0.873,28.8,99.3,72.3,260.0,Early,68.6,66.5,72.3,8.5,Moderate Stress,57.03603464043424,Monitor,0.39922001471670343,0.11363636363636363,0.8410863636363636,70.87725879657502,23.567952610303607,68.78999999999999
TRIAL_00374,V007,East Field 1,East,2020,Sandy Loam,388.0,154.6,30.1,3,16.5,18.0,1.85,0.821,29.1,92.6,70.1,260.0,Early,68.6,66.5,72.3,7.51,Moderate Stress,41.82638293503692,Do not prioritize,0.4937601177336276,0.2242424242424243,0.8025136363636363,68.02213855441836,31.688837332645274,68.78999999999999
TRIAL_00375,V008,East Field 1,East,2020,Sandy Loam,451.9,90.7,31.2,4,13.5,18.3,1.95,0.904,29.9,90.6,77.2,247.7,Late,75.3,77.9,90.3,7.5,Moderate Stress,45.40966640392312,Do not prioritize,0.4867402501839588,0.30202020202020197,0.8437363636363637,75.33660408722992,32.92953059449748,79.96000000000001
TRIAL_00376,V008,East Field 1,East,2020,Sandy Loam,326.4,216.2,32.2,2,11.7,18.1,1.83,0.924,28.8,97.1,78.2,260.0,Late,75.3,77.9,90.3,6.92,Moderate Stress,45.75033581066038,Do not prioritize,0.6030875643855776,0.291919191919192,0.8742363636363636,73.77215780319754,36.434063052473654,79.96000000000001
TRIAL_00377,V009,East Field 1,East,2020,Sandy Loam,520.7,21.9,31.0,5,12.2,17.6,1.89,0.877,29.7,87.1,72.0,256.9,Early,67.9,63.0,72.2,7.94,Moderate Stress,43.63004933499976,Do not prioritize,0.45344812362030906,0.3207070707070707,0.829368181818182,68.65824207304838,32.089270902019244,67.26
TRIAL_00378,V009,East Field 1,East,2020,Sandy Loam,435.3,107.3,31.3,2,13.8,18.1,1.79,0.867,28.5,88.6,73.5,258.6,Early,67.9,63.0,72.2,7.04,Moderate Stress,39.38869237159509,Do not prioritize,0.4949551140544518,0.251010101010101,0.8419590909090908,68.14287499163825,31.07894694341714,67.26
TRIAL_00379,V010,East Field 1,East,2020,Sandy Loam,424.2,118.4,30.3,1,18.6,18.3,1.98,0.897,29.2,96.4,74.2,260.0,Medium,71.1,66.0,65.3,8.07,Moderate Stress,50.3591575751357,Monitor,0.4391228844738778,0.1777777777777778,0.8503227272727274,69.80136049234063,27.03568853148323,67.865
TRIAL_00380,V010,East Field 1,East,2020,Sandy Loam,431.9,110.7,29.6,0,13.6,16.7,1.97,0.867,31.0,94.3,73.1,251.2,Medium,71.1,66.0,65.3,7.25,Moderate Stress,43.15842690846065,Do not prioritize,0.5001236203090508,0.11818181818181825,0.8021863636363636,67.37793668472808,30.669394082738457,67.865
TRIAL_00381,V011,East Field 1,East,2020,Sandy Loam,419.4,123.2,30.4,5,13.3,18.0,1.97,0.904,29.1,96.0,78.9,260.0,Late,77.9,81.2,73.3,7.22,Moderate Stress,41.144160209877896,Do not prioritize,0.5133215599705665,0.2934343434343434,0.8564636363636363,73.99290970967958,33.0539002131055,77.905
TRIAL_00382,V011,East Field 1,East,2020,Sandy Loam,471.2,71.4,31.2,9,15.2,17.6,1.67,0.855,29.9,87.3,80.2,248.9,Late,77.9,81.2,73.3,8.76,Moderate Stress,41.71842160770326,Do not prioritize,0.44987196467991175,0.4409090909090909,0.8118863636363636,74.14746979731086,35.47767996903758,77.905
TRIAL_00383,V012,East Field 1,East,2020,Sandy Loam,449.0,93.6,29.6,1,13.0,18.9,2.06,0.899,28.1,96.3,72.3,260.0,Early,72.9,74.2,79.0,8.85,Moderate Stress,48.45439365613501,Do not prioritize,0.49554083885209715,0.145959595959596,0.8691227272727273,73.00125140477624,27.570470504477136,74.88
TRIAL_00384,V012,East Field 1,East,2020,Sandy Loam,514.0,28.6,31.2,2,19.7,18.8,1.9,0.888,29.2,102.4,73.1,260.0,Early,72.9,74.2,79.0,8.8,Moderate Stress,50.24715188654226,Monitor,0.3583782192788815,0.24646464646464644,0.8444727272727273,75.12825379624054,25.25435031488012,74.88
TRIAL_00385,V013,East Field 1,East,2020,Sandy Loam,451.4,91.2,30.5,1,14.9,17.4,2.0,0.924,29.8,99.4,74.6,260.0,Medium,77.4,77.8,79.5,8.39,Moderate Stress,46.76675722520722,Do not prioritize,0.46844150110375277,0.18686868686868685,0.8583272727272727,75.02510179610677,28.82015614995747,78.065
